"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"1720","1/03/2018","Non-Aggravated Sexual Assault","Hamlin.",639900,"Auckland.",4
"1721","1/03/2018","Non-Aggravated Sexual Assault","Hamilton Central.",911800,"Hamilton City.",4
"1722","1/03/2017","Common Assault","Pukekohe West.",821700,"Auckland.",4
"1723","1/03/2017","Common Assault","Manurewa Central.",751600,"Auckland.",4
"1724","1/03/2017","Common Assault","Auckland Harbourside.",438103,"Auckland.",4
"1725","1/03/2017","Common Assault","Springleigh.",524800,"Auckland.",4
"1726","1/03/2017","Common Assault","Milton.",2990200,"Clutha District.",4
"1727","1/03/2017","Common Assault","Paparua.",2494600,"Christchurch City.",4
"1728","1/03/2017","Common Assault","Trafalgar.",2320900,"Nelson City.",4
"1729","1/03/2017","Common Assault","Hamilton Lake.",930102,"Hamilton City.",4
"1730","1/03/2017","Common Assault","Browns Bay.",161500,"Auckland.",4
"1731","1/03/2017","Common Assault","Richmond East.",2363000,"Tasman District.",4
"1732","1/03/2017","Common Assault","Linwood North.",2611701,"Christchurch City.",4
"1733","1/03/2017","Common Assault","Moera.",1962300,"Lower Hutt City.",4
"1734","1/03/2017","Common Assault","Mangere Central.",740000,"Auckland.",4
"1735","1/03/2017","Common Assault","Hamilton Central.",910800,"Hamilton City.",4
"1736","1/03/2017","Common Assault","Chedworth.",877000,"Hamilton City.",4
"1737","1/03/2017","Common Assault","Auckland Central East.",437101,"Auckland.",4
"1738","1/03/2017","Common Assault","Huntly West.",945600,"Waikato District.",4
"1739","1/03/2017","Common Assault","Strathmore.",1147400,"South Waikato District.",4
"1740","1/03/2017","Common Assault","Auckland Central West.",434300,"Auckland.",4
"1741","1/03/2017","Common Assault","Fordell-Kakatahi.",1683600,"Wanganui District.",4
"1742","1/03/2017","Common Assault","Eden Terrace.",420600,"Auckland.",4
"1743","1/03/2017","Common Assault","Woolston South.",2588800,"Christchurch City.",4
"1744","1/03/2017","Common Assault","Whangamata.",1061201,"Thames-Coromandel District.",4
"1745","1/03/2017","Common Assault","Redwood South.",2508200,"Christchurch City.",4
"1746","1/03/2017","Common Assault","Trafalgar.",2320900,"Nelson City.",4
"1747","1/03/2017","Common Assault","Beachlands-Maraetai.",719801,"Auckland.",4
"1748","1/03/2017","Common Assault","Tikipunga West.",86500,"Whangarei District.",4
"1749","1/03/2017","Common Assault","Bellevue.",1158406,"Tauranga City.",4
"1750","1/03/2017","Common Assault","Clutha.",2997600,"Clutha District.",4
"1751","1/03/2017","Common Assault","Kaikoura Rural.",2310900,"Kaikoura District.",4
"1752","1/03/2017","Common Assault","Grafton East.",442400,"Auckland.",4
"1753","1/03/2017","Common Assault","Taieri.",2974701,"Dunedin City.",4
"1754","1/03/2017","Common Assault","Omanu.",1198601,"Tauranga City.",4
"1755","1/03/2017","Common Assault","Opotiki.",1340502,"Opotiki District.",4
"1756","1/03/2017","Common Assault","Otago University.",2868800,"Dunedin City.",4
"1757","1/03/2017","Common Assault","Linwood North.",2612502,"Christchurch City.",4
"1758","1/03/2017","Common Assault","Adventure.",2072527,"Porirua City.",4
"1759","1/03/2017","Common Assault","Mangapapa.",1377600,"Gisborne District.",4
"1760","1/03/2017","Common Assault","Queenstown Bay.",3033400,"Queenstown-Lakes District.",4
"1761","1/03/2017","Common Assault","Greenmeadows.",1448104,"Napier City.",4
"1762","1/03/2017","Common Assault","Manukau Central.",781200,"Auckland.",4
"1763","1/03/2017","Common Assault","Taupo Central.",1269000,"Taupo District.",4
"1764","1/03/2017","Common Assault","Hagley Park.",2678500,"Christchurch City.",4
"1765","1/03/2017","Common Assault","Paraparaumu Beach South.",2002800,"Kapiti Coast District.",4
"1766","1/03/2017","Common Assault","Camberley.",1478700,"Hastings District.",4
"1767","1/03/2017","Common Assault","Cooks Gardens.",1698000,"Wanganui District.",4
"1768","1/03/2017","Common Assault","Point Chevalier East.",397400,"Auckland.",4
"1769","1/03/2017","Common Assault","Mt Eden North.",542700,"Auckland.",4
"1770","1/03/2017","Common Assault","Whakatane North.",1307300,"Whakatane District.",4
"1771","1/03/2017","Common Assault","Hutt Central.",1967400,"Lower Hutt City.",4
"1772","1/03/2017","Common Assault","Howick Central.",650000,"Auckland.",4
"1773","1/03/2017","Common Assault","St Kilda East.",2952500,"Dunedin City.",4
"1774","1/03/2017","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.",4
"1775","1/03/2017","Common Assault","Cloustonville.",1916100,"Upper Hutt City.",4
"1776","1/03/2017","Common Assault","Auckland Central East.",438000,"Auckland.",4
"1777","1/03/2017","Common Assault","Auckland Harbourside.",438209,"Auckland.",4
"1778","1/03/2017","Common Assault","Cooks Gardens.",1699400,"Wanganui District.",4
"1779","1/03/2017","Common Assault","Palmerston North Central.",1829600,"Palmerston North City.",4
"1780","1/03/2017","Common Assault","Whitianga.",1047101,"Thames-Coromandel District.",4
"1781","1/03/2017","Common Assault","Newton.",412000,"Auckland.",4
"1782","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2135900,"Wellington City.",4
"1783","1/03/2017","Common Assault","Leabank.",771700,"Auckland.",4
"1784","1/03/2017","Common Assault","Palmerston North Central.",1829400,"Palmerston North City.",4
"1785","1/03/2017","Common Assault","Mangere Station.",749900,"Auckland.",4
"1786","1/03/2017","Common Assault","Otakaro Park.",3106200,"Invercargill City.",4
"1787","1/03/2017","Common Assault","Taupo Central.",1273300,"Taupo District.",4
"1788","1/03/2017","Common Assault","Auckland Harbourside.",437903,"Auckland.",4
"1789","1/03/2017","Common Assault","Lambton.",2130100,"Wellington City.",4
"1790","1/03/2017","Common Assault","Washdyke.",2774202,"Timaru District.",4
"1791","1/03/2017","Common Assault","Redoubt South.",760801,"Auckland.",4
"1792","1/03/2017","Common Assault","Hamilton Central.",911102,"Hamilton City.",4
"1793","1/03/2017","Common Assault","Kaikoura Township.",2311700,"Kaikoura District.",4
"1794","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"1795","1/03/2017","Common Assault","Greenhithe.",181800,"Auckland.",4
"1796","1/03/2017","Common Assault","Grey Lynn East.",404700,"Auckland.",4
"1797","1/03/2017","Common Assault","Otago University.",2869000,"Dunedin City.",4
"1798","1/03/2017","Common Assault","999999",-153,"Hamilton City.",4
"1799","1/03/2017","Common Assault","Beaumont.",752802,"Auckland.",4
"1800","1/03/2017","Common Assault","Tamaki.",630700,"Auckland.",4
"1801","1/03/2017","Common Assault","Auckland Harbourside.",433005,"Auckland.",4
"1802","1/03/2017","Common Assault","Hamilton East.",893100,"Hamilton City.",4
"1803","1/03/2017","Common Assault","Richmond West.",2364900,"Tasman District.",4
"1804","1/03/2017","Common Assault","Kaiti South.",1387500,"Gisborne District.",4
"1805","1/03/2017","Common Assault","Cooks Gardens.",1699300,"Wanganui District.",4
"1806","1/03/2017","Common Assault","Homedale West.",2020300,"Lower Hutt City.",4
"1807","1/03/2017","Common Assault","Mt Eden North.",542700,"Auckland.",4
"1808","1/03/2017","Common Assault","Tauhara.",1270501,"Taupo District.",4
"1809","1/03/2017","Common Assault","Auckland Harbourside.",438103,"Auckland.",4
"1810","1/03/2017","Common Assault","Cathedral Square.",2649200,"Christchurch City.",4
"1811","1/03/2017","Common Assault","Britannia.",2326101,"Nelson City.",4
"1812","1/03/2017","Common Assault","Papamoa Beach East.",1204705,"Tauranga City.",4
"1813","1/03/2017","Common Assault","Randwick Park.",759728,"Auckland.",4
"1814","1/03/2017","Common Assault","Cooks Gardens.",1698500,"Wanganui District.",4
"1815","1/03/2017","Common Assault","Grey Lynn East.",409200,"Auckland.",4
"1816","1/03/2017","Common Assault","Hamilton Central.",912400,"Hamilton City.",4
"1817","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.",4
"1818","1/03/2017","Common Assault","Auckland Central West.",435500,"Auckland.",4
"1819","1/03/2017","Common Assault","Mangere South.",727000,"Auckland.",4
"1820","1/03/2017","Common Assault","Te Mata.",1509600,"Hastings District.",4
"1821","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"1822","1/03/2017","Common Assault","Kingdale.",230500,"Auckland.",4
"1823","1/03/2017","Common Assault","Hamilton Central.",909302,"Hamilton City.",4
"1824","1/03/2017","Common Assault","Outer Kaiti.",1383200,"Gisborne District.",4
"1825","1/03/2017","Common Assault","Howick South.",710522,"Auckland.",4
"1826","1/03/2017","Common Assault","Thorndon-Tinakori Road.",2122700,"Wellington City.",4
"1827","1/03/2017","Common Assault","Browns Bay.",161100,"Auckland.",4
"1828","1/03/2017","Common Assault","Kaikoura Rural.",2315200,"Kaikoura District.",4
"1829","1/03/2017","Common Assault","Epuni West.",1945300,"Lower Hutt City.",4
"1830","1/03/2017","Common Assault","Cathedral Square.",2651300,"Christchurch City.",4
"1831","1/03/2017","Common Assault","Greerton.",1177500,"Tauranga City.",4
"1832","1/03/2017","Common Assault","Sockburn.",2478100,"Christchurch City.",4
"1833","1/03/2017","Common Assault","Beaumont.",754100,"Auckland.",4
"1834","1/03/2017","Common Assault","Kaitaia West.",15600,"Far North District.",4
"1835","1/03/2017","Common Assault","Henderson North.",239105,"Auckland.",4
"1836","1/03/2017","Common Assault","Mission Bay.",500600,"Auckland.",4
"1837","1/03/2017","Common Assault","Papaeoia.",1834800,"Palmerston North City.",4
"1838","1/03/2017","Common Assault","Styx.",2503102,"Christchurch City.",4
"1839","1/03/2017","Common Assault","Whangarei Central.",100300,"Whangarei District.",4
"1840","1/03/2017","Common Assault","Glenfield North.",196600,"Auckland.",4
"1841","1/03/2017","Common Assault","Clendon South.",774439,"Auckland.",4
"1842","1/03/2017","Common Assault","Stuart St-Frederick St.",2901900,"Dunedin City.",4
"1843","1/03/2017","Common Assault","Wingatui.",2978700,"Dunedin City.",4
"1844","1/03/2017","Common Assault","Kaikohe.",41000,"Far North District.",4
"1845","1/03/2017","Common Assault","Otahuhu East.",789901,"Auckland.",4
"1846","1/03/2017","Common Assault","Auckland Central East.",436600,"Auckland.",4
"1847","1/03/2017","Common Assault","Feilding North.",1769700,"Manawatu District.",4
"1848","1/03/2017","Common Assault","Orewa.",171811,"Auckland.",4
"1849","1/03/2017","Common Assault","Utuhina.",1227500,"Rotorua District.",4
"1850","1/03/2017","Common Assault","Bledisloe Park.",823000,"Auckland.",4
"1851","1/03/2017","Common Assault","Bridge Pa.",1470213,"Hastings District.",4
"1852","1/03/2017","Common Assault","Kuirau.",1235100,"Rotorua District.",4
"1853","1/03/2017","Common Assault","Mclean Park.",1433400,"Napier City.",4
"1854","1/03/2017","Common Assault","Thorndon-Tinakori Road.",2120800,"Wellington City.",4
"1855","1/03/2017","Common Assault","Manurewa Central.",751500,"Auckland.",4
"1856","1/03/2017","Common Assault","Pinehill.",180712,"Auckland.",4
"1857","1/03/2017","Common Assault","Mascot.",737500,"Auckland.",4
"1858","1/03/2017","Common Assault","Te Aroha.",1101900,"Matamata-Piako District.",4
"1859","1/03/2017","Common Assault","Raureka.",1480900,"Hastings District.",4
"1860","1/03/2017","Common Assault","Westown.",1574900,"New Plymouth District.",4
"1861","1/03/2017","Common Assault","Albany.",178900,"Auckland.",4
"1862","1/03/2017","Common Assault","Roberton.",382200,"Auckland.",4
"1863","1/03/2017","Common Assault","Paekakariki Hill.",2072102,"Porirua City.",4
"1864","1/03/2017","Common Assault","Manurewa Central.",750700,"Auckland.",4
"1865","1/03/2017","Common Assault","Hamilton Central.",911102,"Hamilton City.",4
"1866","1/03/2017","Common Assault","Appleby-Kew.",3112600,"Invercargill City.",4
"1867","1/03/2017","Common Assault","Ohinemuri.",1082706,"Hauraki District.",4
"1868","1/03/2017","Common Assault","New Plymouth Central.",1593100,"New Plymouth District.",4
"1869","1/03/2017","Common Assault","Camberley.",1478700,"Hastings District.",4
"1870","1/03/2017","Common Assault","Manukau Central.",780204,"Auckland.",4
"1871","1/03/2017","Common Assault","Clendon South.",774434,"Auckland.",4
"1872","1/03/2017","Common Assault","Cathedral Square.",2647800,"Christchurch City.",4
"1873","1/03/2017","Common Assault","Newfield-Rockdale.",3140200,"Invercargill City.",4
"1874","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",4
"1875","1/03/2017","Common Assault","High St-Stuart St.",2899500,"Dunedin City.",4
"1876","1/03/2017","Common Assault","Auckland Central East.",437102,"Auckland.",4
"1877","1/03/2017","Common Assault","Allenton East.",2735900,"Ashburton District.",4
"1878","1/03/2017","Common Assault","Auckland Central West.",433801,"Auckland.",4
"1879","1/03/2017","Common Assault","Lynnmall.",266000,"Auckland.",4
"1880","1/03/2017","Common Assault","Hillcrest.",1238400,"Rotorua District.",4
"1881","1/03/2017","Common Assault","Auckland Central East.",437701,"Auckland.",4
"1882","1/03/2017","Common Assault","Huntington.",952201,"Hamilton City.",4
"1883","1/03/2017","Common Assault","Mt Eden North.",542700,"Auckland.",4
"1884","1/03/2017","Common Assault","Westport Urban.",2394400,"Buller District.",4
"1885","1/03/2017","Common Assault","Auckland Central West.",434200,"Auckland.",4
"1886","1/03/2017","Common Assault","Porirua Central.",2052600,"Porirua City.",4
"1887","1/03/2017","Common Assault","Paparua.",2494600,"Christchurch City.",4
"1888","1/03/2017","Common Assault","Paraparaumu Central.",2003709,"Kapiti Coast District.",4
"1889","1/03/2017","Common Assault","Kamo East.",84900,"Whangarei District.",4
"1890","1/03/2017","Common Assault","Orewa.",171811,"Auckland.",4
"1891","1/03/2017","Common Assault","Phillipstown.",2605100,"Christchurch City.",4
"1892","1/03/2017","Common Assault","Clarkin.",871300,"Hamilton City.",4
"1893","1/03/2017","Common Assault","Manukau Central.",780302,"Auckland.",4
"1894","1/03/2017","Common Assault","Porritt.",875000,"Hamilton City.",4
"1895","1/03/2017","Common Assault","Levin West.",1870100,"Horowhenua District.",4
"1896","1/03/2017","Common Assault","Pukekohe North.",819100,"Auckland.",4
"1897","1/03/2017","Common Assault","Ashburton Central East.",2728100,"Ashburton District.",4
"1898","1/03/2017","Common Assault","Morrinsville East.",1086500,"Matamata-Piako District.",4
"1899","1/03/2017","Common Assault","Taumarunui Central.",1035000,"Ruapehu District.",4
"1900","1/03/2017","Common Assault","Tamarau.",1385300,"Gisborne District.",4
"1901","1/03/2017","Common Assault","Hamilton Central.",911800,"Hamilton City.",4
"1902","1/03/2017","Common Assault","Gonville East.",1723100,"Wanganui District.",4
"1903","1/03/2017","Common Assault","Mangere Bridge.",722100,"Auckland.",4
"1904","1/03/2017","Common Assault","Pahiatua.",2217900,"Tararua District.",4
"1905","1/03/2017","Common Assault","Strathern.",3148300,"Invercargill City.",4
"1906","1/03/2017","Common Assault","Auckland Central East.",437102,"Auckland.",4
"1907","1/03/2017","Common Assault","Point England.",477900,"Auckland.",4
"1908","1/03/2017","Common Assault","Burwood.",2602500,"Christchurch City.",4
"1909","1/03/2017","Common Assault","Milton.",2989900,"Clutha District.",4
"1910","1/03/2017","Common Assault","Parkside.",2799700,"Timaru District.",4
"1911","1/03/2017","Common Assault","Motueka East.",2378102,"Tasman District.",4
"1912","1/03/2017","Common Assault","Opiki.",1853400,"Horowhenua District.",4
"1913","1/03/2017","Common Assault","Auckland Central East.",436300,"Auckland.",4
"1914","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",4
"1915","1/03/2017","Common Assault","Waitara East.",1549700,"New Plymouth District.",4
"1916","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2131500,"Wellington City.",4
"1917","1/03/2017","Common Assault","Kawerau.",1316900,"Kawerau District.",4
"1918","1/03/2017","Common Assault","Leabank.",772601,"Auckland.",4
"1919","1/03/2017","Common Assault","Chartwell.",868300,"Hamilton City.",4
"1920","1/03/2017","Common Assault","Heretaunga.",1903000,"Upper Hutt City.",4
"1921","1/03/2017","Common Assault","Boulcott.",1940900,"Lower Hutt City.",4
"1922","1/03/2017","Common Assault","Glenavon.",381102,"Auckland.",4
"1923","1/03/2017","Common Assault","Motueka West.",2378900,"Tasman District.",4
"1924","1/03/2017","Common Assault","Hope.",2358600,"Tasman District.",4
"1925","1/03/2017","Common Assault","Hornby South.",2489807,"Christchurch City.",4
"1926","1/03/2017","Common Assault","Playford Park.",1868500,"Horowhenua District.",4
"1927","1/03/2017","Common Assault","Oamaru North.",2848700,"Waitaki District.",4
"1928","1/03/2017","Common Assault","Mangere Station.",749500,"Auckland.",4
"1929","1/03/2017","Common Assault","Mangere South.",727200,"Auckland.",4
"1930","1/03/2017","Common Assault","Nireaha-Tiraumea.",2228900,"Tararua District.",4
"1931","1/03/2017","Common Assault","Palmerston North Central.",1828900,"Palmerston North City.",4
"1932","1/03/2017","Common Assault","Kingsland.",531200,"Auckland.",4
"1933","1/03/2017","Common Assault","Middleton.",2538603,"Christchurch City.",4
"1934","1/03/2017","Common Assault","Epuni West.",1945300,"Lower Hutt City.",4
"1935","1/03/2017","Common Assault","Mission Bay.",501102,"Auckland.",4
"1936","1/03/2017","Common Assault","Roberton.",383600,"Auckland.",4
"1937","1/03/2017","Common Assault","Dargaville.",116500,"Kaipara District.",4
"1938","1/03/2017","Common Assault","Sandringham West.",542300,"Auckland.",4
"1939","1/03/2017","Common Assault","Fordlands.",1228300,"Rotorua District.",4
"1940","1/03/2017","Common Assault","Lambton.",2126000,"Wellington City.",4
"1941","1/03/2017","Common Assault","Drury.",808701,"Auckland.",4
"1942","1/03/2017","Common Assault","Willis Street-Cambridge Terrace.",2131300,"Wellington City.",4
"1943","1/03/2017","Common Assault","Roslyn.",1840900,"Palmerston North City.",4
"1944","1/03/2017","Common Assault","Puhinui South.",671700,"Auckland.",4
"1945","1/04/2018","Common Assault","Auckland Central East.",437500,"Auckland.",3
"1946","1/04/2018","Common Assault","Willis Street-Cambridge Terrace.",2135900,"Wellington City.",3
"1947","1/04/2018","Common Assault","Kingsland.",529400,"Auckland.",3
"1948","1/04/2018","Common Assault","Wanganui Collegiate.",1721900,"Wanganui District.",3
"1949","1/04/2018","Common Assault","Hamlin.",641700,"Auckland.",3
"1950","1/04/2018","Common Assault","Nawton.",905600,"Hamilton City.",3
"1951","1/04/2018","Common Assault","Maungaturoto.",131900,"Kaipara District.",3
"1952","1/04/2018","Common Assault","Auckland Central East.",436700,"Auckland.",3
"1953","1/04/2018","Common Assault","Gisborne Central.",1372600,"Gisborne District.",3
"1954","1/04/2018","Common Assault","St Leonards.",1486700,"Hastings District.",3
"1955","1/04/2018","Common Assault","Heidelberg.",3146600,"Invercargill City.",3
"1956","1/04/2018","Common Assault","Cromwell.",3030201,"Central Otago District.",3
"1957","1/04/2018","Common Assault","Nelson Airport.",2335704,"Nelson City.",3
"1958","1/04/2018","Common Assault","Auckland Central West.",435500,"Auckland.",3
"1959","1/04/2018","Common Assault","Rangiuru.",1209700,"Western Bay of Plenty District.",3
"1960","1/04/2018","Common Assault","Drury.",808501,"Auckland.",3
"1961","1/04/2018","Common Assault","Tauranga Hospital.",1168001,"Tauranga City.",3
"1962","1/04/2018","Common Assault","Tauhara.",1271500,"Taupo District.",3
"1963","1/04/2018","Common Assault","Wanganui Central.",1701200,"Wanganui District.",3
"1964","1/04/2018","Common Assault","Papakura Central.",793100,"Auckland.",3
"1965","1/04/2018","Common Assault","Kohuora.",746318,"Auckland.",3
"1966","1/04/2018","Common Assault","Waikowhai East.",589802,"Auckland.",3
"1967","1/04/2018","Common Assault","Frankton.",3038303,"Queenstown-Lakes District.",3
"1968","1/04/2018","Common Assault","Onekawa South.",1442600,"Napier City.",3
"1969","1/04/2018","Common Assault","Leithfield.",2440600,"Hurunui District.",3
"1970","1/04/2018","Common Assault","Oratia.",278502,"Auckland.",3
"1971","1/04/2018","Common Assault","Poike.",1178002,"Tauranga City.",3
"1972","1/04/2018","Common Assault","Palmerston North Hospital.",1834100,"Palmerston North City.",3
"1973","1/04/2018","Common Assault","Stuart St-Frederick St.",2903300,"Dunedin City.",3
"1974","1/04/2018","Common Assault","Rapaki Track.",2553703,"Christchurch City.",3
"1975","1/04/2018","Common Assault","Kuirau.",1232000,"Rotorua District.",3
"1976","1/04/2018","Common Assault","Pakowhai.",1404300,"Hastings District.",3
"1977","1/04/2018","Common Assault","Marton.",1736800,"Rangitikei District.",3
"1978","1/04/2018","Common Assault","Lake Hayes South.",3039712,"Queenstown-Lakes District.",3
"1979","1/04/2018","Common Assault","Fairdene.",231001,"Auckland.",3
"1980","1/04/2018","Common Assault","Riverlands.",2292102,"Marlborough District.",3
"1981","1/04/2018","Common Assault","Te Kauwhata.",938500,"Waikato District.",3
"1982","1/04/2018","Common Assault","Hamilton Lake.",930102,"Hamilton City.",3
"1983","1/04/2018","Common Assault","Greymouth Central.",2405900,"Grey District.",3
"1984","1/04/2018","Common Assault","Highbury.",1818800,"Palmerston North City.",3
"1985","1/04/2018","Common Assault","Papatoetoe Central.",665602,"Auckland.",3
"1986","1/04/2018","Common Assault","Blenheim Central.",2299400,"Marlborough District.",3
"1987","1/04/2018","Common Assault","Linden.",1994704,"Wellington City.",3
"1988","1/04/2018","Common Assault","Redwood South.",2509100,"Christchurch City.",3
"1989","1/04/2018","Common Assault","Waiwhero.",1264202,"Rotorua District.",3
"1990","1/04/2018","Common Assault","Wiri.",780407,"Auckland.",3
"1991","1/04/2018","Common Assault","Nelson Park.",1430200,"Napier City.",3
"1992","1/04/2018","Common Assault","Ponsonby East.",429500,"Auckland.",3
"1993","1/04/2018","Common Assault","Ngongotaha North.",1248500,"Rotorua District.",3
"1994","1/04/2018","Common Assault","Wiri.",780506,"Auckland.",3
"1995","1/04/2018","Common Assault","Willis Street-Cambridge Terrace.",2135900,"Wellington City.",3
"1996","1/04/2018","Aggravated Sexual Assault","999999",-80,"Auckland.",3
"1997","1/04/2018","Aggravated Sexual Assault","Pirimai.",1449100,"Napier City.",3
"1998","1/04/2018","Non-Aggravated Sexual Assault","Papakura Central.",793400,"Auckland.",3
"1999","1/04/2018","Non-Aggravated Sexual Assault","Rototuna.",951910,"Hamilton City.",3
"2000","1/04/2018","Aggravated Sexual Assault","Bader.",922400,"Hamilton City.",3
"2001","1/04/2018","Aggravated Sexual Assault","Poukawa.",1463900,"Hastings District.",3
"2002","1/04/2018","Non-Aggravated Sexual Assault","Lambton.",2129700,"Wellington City.",3
"2003","1/04/2018","Non-Aggravated Sexual Assault","Gonville South.",1726500,"Wanganui District.",3
"2004","1/04/2018","Aggravated Sexual Assault","Waiuku East.",834800,"Auckland.",3
"2005","1/04/2018","Aggravated Sexual Assault","Waihao.",2823300,"Waimate District.",3
"2006","1/04/2018","Aggravated Sexual Assault","Kelson.",1917200,"Lower Hutt City.",3
"2007","1/04/2018","Non-Aggravated Sexual Assault","Mcleans Island.",2494300,"Christchurch City.",3
"2008","1/04/2018","Aggravated Sexual Assault","Grenada North.",2053703,"Wellington City.",3
"2009","1/04/2018","Aggravated Sexual Assault","Viscount.",737901,"Auckland.",3
"2010","1/04/2018","Aggravated Sexual Assault","Lake Horowhenua.",1855600,"Horowhenua District.",3
"2011","1/04/2018","Aggravated Sexual Assault","Hutt Central.",1966000,"Lower Hutt City.",3
"2012","1/04/2018","Aggravated Sexual Assault","Kohuora.",658700,"Auckland.",3
"2013","1/04/2018","Non-Aggravated Sexual Assault","Auckland Central East.",436700,"Auckland.",3
"2014","1/04/2018","Non-Aggravated Sexual Assault","Hawera South.",1644300,"South Taranaki District.",3
"2015","1/04/2018","Aggravated Sexual Assault","Loburn.",2438807,"Waimakariri District.",3
"2016","1/04/2018","Non-Aggravated Sexual Assault","Barrington South.",2637100,"Christchurch City.",3
"2017","1/04/2018","Aggravated Sexual Assault","Massey Park.",797000,"Auckland.",3
"2018","1/04/2018","Aggravated Sexual Assault","Bruce.",2988300,"Clutha District.",3
"2019","1/04/2018","Aggravated Sexual Assault","999999",-281,"Porirua City.",3
"2020","1/04/2018","Non-Aggravated Sexual Assault","Mt Cook-Wallace Street.",2145300,"Wellington City.",3
"2021","1/04/2018","Aggravated Sexual Assault","Massey University.",1798900,"Palmerston North City.",3
"2022","1/04/2018","Non-Aggravated Sexual Assault","Linwood East.",2566700,"Christchurch City.",3
"2023","1/04/2018","Non-Aggravated Sexual Assault","Oamaru North.",2848700,"Waitaki District.",3
"2024","1/04/2018","Common Assault","South Brighton.",2556901,"Christchurch City.",3
"2025","1/04/2018","Common Assault","Ranui Domain.",235103,"Auckland.",3
"2026","1/04/2018","Common Assault","999999",-64,"Auckland.",3
"2027","1/04/2018","Common Assault","Glen Eden East.",285800,"Auckland.",3
"2028","1/04/2018","Common Assault","Ashhurst.",1756900,"Palmerston North City.",3
"2029","1/04/2018","Common Assault","Williams Domain.",1691300,"Wanganui District.",3
"2030","1/04/2018","Common Assault","Motueka West.",2377700,"Tasman District.",3
"2031","1/04/2018","Common Assault","Enner Glynn.",2337101,"Nelson City.",3
"2032","1/04/2018","Common Assault","Huapai.",214105,"Auckland.",3
"2033","1/04/2018","Common Assault","Linwood North.",2612200,"Christchurch City.",3
"2034","1/04/2018","Common Assault","Glamorgan.",166600,"Auckland.",3
"2035","1/04/2018","Common Assault","Melville.",928600,"Hamilton City.",3
"2036","1/04/2018","Common Assault","Wai-Iti.",2351100,"Tasman District.",3
"2037","1/04/2018","Common Assault","Enner Glynn.",2336804,"Nelson City.",3
"2038","1/04/2018","Common Assault","Arahanga.",737000,"Auckland.",3
"2039","1/04/2018","Common Assault","Trident.",1311200,"Whakatane District.",3
"2040","1/04/2018","Common Assault","Hinds.",2747602,"Ashburton District.",3
"2041","1/04/2018","Common Assault","Arnold Valley.",2401101,"Grey District.",3
"2042","1/04/2018","Common Assault","Highbury.",1818800,"Palmerston North City.",3
"2043","1/04/2018","Common Assault","Nelson Airport.",2335900,"Nelson City.",3
"2044","1/04/2018","Common Assault","Bader.",924000,"Hamilton City.",3
"2045","1/04/2018","Common Assault","Playford Park.",1868000,"Horowhenua District.",3
"2046","1/04/2018","Aggravated Sexual Assault","Hornby North.",2488202,"Christchurch City.",3
"2047","1/04/2018","Aggravated Sexual Assault","Te Awamutu Central.",972100,"Waipa District.",3
"2048","1/04/2018","Aggravated Sexual Assault","Henderson South.",242200,"Auckland.",3
"2049","1/04/2018","Aggravated Sexual Assault","Mandeville.",2457203,"Waimakariri District.",3
"2050","1/05/2018","Common Assault","Auckland Central East.",437101,"Auckland.",2
"2051","1/05/2018","Common Assault","Roslyn.",1843901,"Palmerston North City.",2
"2052","1/05/2018","Common Assault","Mangere Bridge.",725601,"Auckland.",2
"2053","1/05/2018","Common Assault","Whatawhata.",978500,"Waikato District.",2
"2054","1/05/2018","Common Assault","Gisborne Central.",1372900,"Gisborne District.",2
"2055","1/05/2018","Common Assault","Insoll.",873701,"Hamilton City.",2
"2056","1/05/2018","Common Assault","Hamilton Central.",912200,"Hamilton City.",2
"2057","1/05/2018","Common Assault","Pakuranga East.",690500,"Auckland.",2
"2058","1/05/2018","Common Assault","Kowhai Park.",1694001,"Wanganui District.",2
"2059","1/05/2018","Common Assault","Masterton West.",2237000,"Masterton District.",2
"2060","1/05/2018","Common Assault","Freemans Bay.",413300,"Auckland.",2
"2061","1/05/2018","Common Assault","Onekawa Central.",1439500,"Napier City.",2
"2062","1/05/2018","Common Assault","Monarch Park.",205201,"Auckland.",2
"2063","1/05/2018","Common Assault","Waiwhero.",1264202,"Rotorua District.",2
"2064","1/05/2018","Common Assault","Matarawa.",1141300,"South Waikato District.",2
"2065","1/05/2018","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",2
"2066","1/05/2018","Common Assault","999999",-332,"Christchurch City.",2
"2067","1/05/2018","Common Assault","Coromandel.",1044100,"Thames-Coromandel District.",2
"2068","1/05/2018","Common Assault","Urewera.",1301900,"Whakatane District.",2
