"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"3013","1/05/2019","Common Assault","Crum Park.",293001,"Auckland.",2
"3014","1/05/2019","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.",2
"3015","1/05/2019","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.",2
"3016","1/05/2019","Common Assault","Stuart St-Frederick St.",2903000,"Dunedin City.",2
"3017","1/05/2019","Common Assault","Feilding West.",1765600,"Manawatu District.",2
"3018","1/05/2019","Common Assault","Masterton Central.",2243700,"Masterton District.",2
"3019","1/05/2019","Common Assault","Westlake.",304300,"Auckland.",2
"3020","1/05/2019","Common Assault","Springvale East.",1721100,"Wanganui District.",2
"3021","1/05/2019","Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.",2
"3022","1/05/2019","Common Assault","Levin West.",1873500,"Horowhenua District.",2
"3023","1/05/2019","Common Assault","Kuirau.",1233900,"Rotorua District.",2
"3024","1/05/2019","Common Assault","Auckland Harbourside.",433001,"Auckland.",2
"3025","1/05/2019","Common Assault","Stuart St-Frederick St.",2901600,"Dunedin City.",2
"3026","1/05/2019","Common Assault","Hornby North.",2488604,"Christchurch City.",2
"3027","1/05/2019","Common Assault","Mangere South.",726400,"Auckland.",2
"3028","1/05/2019","Common Assault","Westown.",1575300,"New Plymouth District.",2
"3029","1/05/2019","Common Assault","Wellsford.",142600,"Auckland.",2
"3030","1/05/2019","Common Assault","Onekawa South.",1442600,"Napier City.",2
"3031","1/05/2019","Common Assault","Takanini South.",767400,"Auckland.",2
"3032","1/05/2019","Common Assault","Mahora.",1482900,"Hastings District.",2
"3033","1/05/2019","Common Assault","Frankton Junction.",915900,"Hamilton City.",2
"3034","1/05/2019","Common Assault","Browns Bay.",160800,"Auckland.",2
"3035","1/05/2019","Common Assault","Hamilton Lake.",930102,"Hamilton City.",2
"3036","1/05/2019","Common Assault","Stanley Park.",1138200,"South Waikato District.",2
"3037","1/05/2019","Common Assault","Manukau Central.",781200,"Auckland.",2
"3038","1/05/2019","Common Assault","Whangamata.",1061503,"Thames-Coromandel District.",2
"3039","1/05/2019","Common Assault","Mangaore-Manakau.",1853100,"Horowhenua District.",2
"3040","1/05/2019","Common Assault","Greytown.",2266100,"South Wairarapa District.",2
"3041","1/05/2019","Common Assault","Kaitaia East.",8403,"Far North District.",2
"3042","1/05/2019","Common Assault","Morrinsville West.",1088200,"Matamata-Piako District.",2
"3043","1/05/2019","Common Assault","Auckland Harbourside.",432800,"Auckland.",2
"3044","1/05/2019","Common Assault","Palmerston North Central.",1829200,"Palmerston North City.",2
"3045","1/05/2019","Common Assault","Auckland Central West.",434300,"Auckland.",2
"3046","1/05/2019","Common Assault","Weymouth East.",774002,"Auckland.",2
"3047","1/05/2019","Common Assault","Bastia Hill.",1695300,"Wanganui District.",2
"3048","1/05/2019","Common Assault","Trafalgar.",2319000,"Nelson City.",2
"3049","1/05/2019","Common Assault","Otahuhu North.",787200,"Auckland.",2
"3050","1/05/2019","Common Assault","Mangere Central.",740500,"Auckland.",2
"3051","1/05/2019","Common Assault","Hamlin.",641501,"Auckland.",2
"3052","1/05/2019","Common Assault","Te Awamutu East.",969705,"Waipa District.",2
"3053","1/05/2019","Common Assault","Woburn South.",1966600,"Lower Hutt City.",2
"3054","1/05/2019","Common Assault","Darfield.",2469600,"Selwyn District.",2
"3055","1/05/2019","Common Assault","Glen Innes West.",463902,"Auckland.",2
"3056","1/05/2019","Common Assault","Sydenham.",2616500,"Christchurch City.",2
"3057","1/05/2019","Common Assault","Queenstown Bay.",3032900,"Queenstown-Lakes District.",2
"3058","1/05/2019","Common Assault","Seacliffe.",319400,"Auckland.",2
"3059","1/05/2019","Common Assault","Kuirau.",1231900,"Rotorua District.",2
"3060","1/05/2019","Common Assault","Papakura Central.",793000,"Auckland.",2
"3061","1/05/2019","Common Assault","Willis Street-Cambridge Terrace.",2133500,"Wellington City.",2
"3062","1/05/2019","Common Assault","New Plymouth Central.",1592600,"New Plymouth District.",2
"3063","1/05/2019","Common Assault","Grafton East.",442400,"Auckland.",2
"3064","1/05/2019","Common Assault","Newtown West.",2164200,"Wellington City.",2
"3065","1/05/2019","Common Assault","Eden Terrace.",419706,"Auckland.",2
"3066","1/05/2019","Common Assault","Cathedral Square.",2651300,"Christchurch City.",2
"3067","1/05/2019","Common Assault","Hamilton Central.",911800,"Hamilton City.",2
"3068","1/05/2019","Common Assault","Whangarei Central.",100300,"Whangarei District.",2
"3069","1/05/2019","Common Assault","Maraenui.",1447200,"Napier City.",2
"3070","1/05/2019","Common Assault","Willis Street-Cambridge Terrace.",2130900,"Wellington City.",2
"3071","1/05/2019","Common Assault","Taupo Central.",1274200,"Taupo District.",2
"3072","1/05/2019","Common Assault","Beerescourt.",901100,"Hamilton City.",2
"3073","1/05/2019","Common Assault","Lambton.",2125800,"Wellington City.",2
"3074","1/05/2019","Common Assault","Paparua.",2494600,"Christchurch City.",2
"3075","1/05/2019","Common Assault","Saxton.",2359407,"Nelson City.",2
"3076","1/05/2019","Common Assault","Cobden.",2405700,"Grey District.",2
"3077","1/05/2019","Common Assault","Cathedral Square.",2647500,"Christchurch City.",2
"3078","1/05/2019","Common Assault","Totara Heights.",759507,"Auckland.",2
"3079","1/05/2019","Common Assault","Onehunga South East.",599800,"Auckland.",2
"3080","1/05/2019","Common Assault","Darfield.",2468905,"Selwyn District.",2
"3081","1/05/2019","Common Assault","Mona Vale.",2474400,"Christchurch City.",2
"3082","1/05/2019","Common Assault","Avon Loop.",2657600,"Christchurch City.",2
"3083","1/05/2019","Common Assault","Totara Heights.",760809,"Auckland.",2
"3084","1/05/2019","Common Assault","Trafalgar.",2319700,"Nelson City.",2
"3085","1/05/2019","Common Assault","Orari.",2769601,"Timaru District.",2
"3086","1/05/2019","Common Assault","Taupo Central.",1273900,"Taupo District.",2
"3087","1/05/2019","Common Assault","Picton.",2282203,"Marlborough District.",2
"3088","1/05/2019","Common Assault","Otakaro Park.",3107000,"Invercargill City.",2
"3089","1/05/2019","Common Assault","Otara West.",698600,"Auckland.",2
"3090","1/05/2019","Common Assault","Linwood.",2609000,"Christchurch City.",2
"3091","1/05/2019","Common Assault","Whakatane West.",1310200,"Whakatane District.",2
"3092","1/05/2019","Common Assault","Moera.",1963500,"Lower Hutt City.",2
"3093","1/05/2019","Common Assault","Long Bay.",178307,"Auckland.",2
"3094","1/05/2019","Common Assault","Petone Central.",2034000,"Lower Hutt City.",2
"3095","1/05/2019","Common Assault","Hamilton Lake.",930102,"Hamilton City.",2
"3096","1/05/2019","Common Assault","Paremoremo East.",179600,"Auckland.",2
"3097","1/05/2019","Common Assault","Manukau Central.",780209,"Auckland.",2
"3098","1/05/2019","Common Assault","Nawton.",905600,"Hamilton City.",2
"3099","1/05/2019","Common Assault","Panmure Basin.",629500,"Auckland.",2
"3100","1/05/2019","Common Assault","Kuirau.",1234400,"Rotorua District.",2
"3101","1/05/2019","Common Assault","Gisborne Central.",1371000,"Gisborne District.",2
"3102","1/05/2019","Common Assault","Green Bay.",290300,"Auckland.",2
"3103","1/05/2019","Common Assault","Te Puke East.",1215400,"Western Bay of Plenty District.",2
"3104","1/05/2019","Common Assault","Waiwhetu North.",1976000,"Lower Hutt City.",2
"3105","1/05/2019","Common Assault","Gonville South.",1726500,"Wanganui District.",2
"3106","1/05/2019","Common Assault","Mangere Central.",740500,"Auckland.",2
"3107","1/05/2019","Common Assault","Tauranga Central.",1165700,"Tauranga City.",2
"3108","1/05/2019","Common Assault","Kamo West.",82900,"Whangarei District.",2
"3109","1/05/2019","Common Assault","Manukau Central.",780902,"Auckland.",2
"3110","1/05/2019","Common Assault","Paparua.",2494600,"Christchurch City.",2
"3111","1/05/2019","Common Assault","Point England.",477000,"Auckland.",2
"3112","1/05/2019","Common Assault","Mangere South.",728614,"Auckland.",2
"3113","1/05/2019","Common Assault","Opotiki.",1340502,"Opotiki District.",2
"3114","1/05/2019","Common Assault","Horahora.",105800,"Whangarei District.",2
"3115","1/05/2019","Common Assault","Whenuapai West.",224000,"Auckland.",2
"3116","1/05/2019","Common Assault","Parkway.",2016800,"Lower Hutt City.",2
"3117","1/05/2019","Common Assault","Ngaruawahia.",857800,"Waikato District.",2
"3118","1/05/2019","Common Assault","Greenmeadows.",1455015,"Napier City.",2
"3119","1/05/2019","Common Assault","Trafalgar.",2320200,"Nelson City.",2
"3120","1/05/2019","Common Assault","Pongakawa.",1212605,"Western Bay of Plenty District.",2
"3121","1/05/2019","Common Assault","Roslyn.",1841202,"Palmerston North City.",2
"3122","1/05/2019","Common Assault","Ranui South.",238401,"Auckland.",2
"3123","1/05/2019","Common Assault","Kuirau.",1234600,"Rotorua District.",2
"3124","1/05/2019","Common Assault","Wyndham.",3097901,"Southland District.",2
"3125","1/05/2019","Common Assault","Trentham North.",1895000,"Upper Hutt City.",2
"3126","1/05/2019","Common Assault","Kelston Central.",272100,"Auckland.",2
"3127","1/05/2019","Common Assault","Henderson South.",243300,"Auckland.",2
"3128","1/05/2019","Common Assault","Mosgiel South.",2967400,"Dunedin City.",2
"3129","1/05/2019","Common Assault","Meadowland.",711023,"Auckland.",2
"3130","1/05/2019","Common Assault","Hamilton Central.",911102,"Hamilton City.",2
"3131","1/05/2019","Common Assault","Punaruku-Kiripaka.",61901,"Whangarei District.",2
"3132","1/05/2019","Common Assault","Orewa.",172205,"Auckland.",2
"3133","1/05/2019","Common Assault","Bader.",923400,"Hamilton City.",2
"3134","1/05/2019","Common Assault","Kaikoura Township.",2311900,"Kaikoura District.",2
"3135","1/05/2019","Common Assault","Sydenham.",2622701,"Christchurch City.",2
"3136","1/05/2019","Common Assault","Te Rapa.",907700,"Hamilton City.",2
"3137","1/05/2019","Common Assault","Grafton East.",442400,"Auckland.",2
"3138","1/05/2019","Common Assault","Peachgrove.",894300,"Hamilton City.",2
"3139","1/05/2019","Common Assault","Kuirau.",1232700,"Rotorua District.",2
"3140","1/05/2019","Common Assault","Mansfield.",2455403,"Waimakariri District.",2
"3141","1/05/2019","Common Assault","Hamilton Lake.",932400,"Hamilton City.",2
"3142","1/05/2019","Common Assault","Pomare.",1229500,"Rotorua District.",2
"3143","1/05/2019","Common Assault","Lambton.",2128100,"Wellington City.",2
"3144","1/05/2019","Common Assault","Opawa.",2583500,"Christchurch City.",2
"3145","1/05/2019","Common Assault","Takapuna Central.",327500,"Auckland.",2
"3146","1/05/2019","Common Assault","Arataki.",1200900,"Tauranga City.",2
"3147","1/05/2019","Common Assault","Adelaide.",2147900,"Wellington City.",2
"3148","1/05/2019","Common Assault","Frankton Junction.",913800,"Hamilton City.",2
"3149","1/05/2019","Common Assault","Caversham.",2912703,"Dunedin City.",2
"3150","1/05/2019","Common Assault","Auckland Central West.",433401,"Auckland.",2
"3151","1/05/2019","Common Assault","Caversham.",2915300,"Dunedin City.",2
"3152","1/05/2019","Common Assault","Richmond East.",2363204,"Tasman District.",2
"3153","1/05/2019","Common Assault","Taita North.",1940200,"Lower Hutt City.",2
"3154","1/05/2019","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",2
"3155","1/05/2019","Common Assault","Auckland Central West.",434300,"Auckland.",2
"3156","1/05/2019","Common Assault","Nawton.",905600,"Hamilton City.",2
"3157","1/05/2019","Common Assault","Linden.",1995300,"Wellington City.",2
"3158","1/05/2019","Common Assault","Hamilton Lake.",932400,"Hamilton City.",2
"3159","1/05/2019","Common Assault","Fairdene.",233102,"Auckland.",2
"3160","1/05/2019","Common Assault","Onekawa Central.",1439400,"Napier City.",2
"3161","1/05/2019","Common Assault","Dargaville.",115300,"Kaipara District.",2
"3162","1/05/2019","Common Assault","Levin West.",1871900,"Horowhenua District.",2
"3163","1/05/2019","Common Assault","Queenstown Bay.",3033301,"Queenstown-Lakes District.",2
"3164","1/05/2019","Common Assault","Bethlehem.",1190400,"Tauranga City.",2
"3165","1/05/2019","Common Assault","Wiri.",780416,"Auckland.",2
"3166","1/05/2019","Common Assault","Shirley East.",2596200,"Christchurch City.",2
"3167","1/05/2019","Aggravated Sexual Assault","Sunnyhills.",694900,"Auckland.",2
"3168","1/05/2019","Aggravated Sexual Assault","999999",-400,"Queenstown-Lakes District.",2
"3169","1/05/2019","Aggravated Sexual Assault","999999",-64,"Auckland.",2
"3170","1/05/2019","Non-Aggravated Sexual Assault","Taita North.",1935000,"Lower Hutt City.",2
"3171","1/05/2019","Aggravated Sexual Assault","Paparua.",2494500,"Christchurch City.",2
"3172","1/05/2019","Aggravated Sexual Assault","Hutt Central.",1968300,"Lower Hutt City.",2
"3173","1/05/2019","Non-Aggravated Sexual Assault","Bruce.",2988300,"Clutha District.",2
"3174","1/05/2019","Aggravated Sexual Assault","Muriwai Beach.",218805,"Auckland.",2
"3175","1/05/2019","Non-Aggravated Sexual Assault","Swarbrick.",917800,"Hamilton City.",2
"3176","1/05/2019","Aggravated Sexual Assault","Hokonui.",3073100,"Southland District.",2
"3177","1/05/2019","Aggravated Sexual Assault","Maruia.",2398200,"Buller District.",2
"3178","1/05/2019","Non-Aggravated Sexual Assault","Waihi.",1077800,"Hauraki District.",2
"3179","1/05/2019","Aggravated Sexual Assault","Cooks Gardens.",1699500,"Wanganui District.",2
"3180","1/05/2019","Aggravated Sexual Assault","Eden Terrace.",420700,"Auckland.",2
"3181","1/05/2019","Aggravated Sexual Assault","Mt Wellington Domain.",628100,"Auckland.",2
"3182","1/05/2019","Non-Aggravated Sexual Assault","Auckland Central East.",436201,"Auckland.",2
"3183","1/05/2019","Aggravated Sexual Assault","Hamilton Lake.",929606,"Hamilton City.",2
"3184","1/05/2019","Aggravated Sexual Assault","Bridge Pa.",1470213,"Hastings District.",2
"3185","1/05/2019","Non-Aggravated Sexual Assault","Auckland Central East.",437500,"Auckland.",2
"3186","1/05/2019","Aggravated Sexual Assault","Middlemore.",786500,"Auckland.",2
"3187","1/05/2019","Aggravated Sexual Assault","Anderson Park.",1505600,"Hastings District.",2
"3188","1/05/2019","Aggravated Sexual Assault","Gladstone-Avenal.",3115300,"Invercargill City.",2
"3189","1/05/2019","Aggravated Sexual Assault","Redwoodtown.",2304600,"Marlborough District.",2
"3190","1/05/2019","Aggravated Sexual Assault","Otorohanga Rural East.",999102,"Otorohanga District.",2
"3191","1/05/2019","Aggravated Sexual Assault","Hikuai.",1056300,"Thames-Coromandel District.",2
"3192","1/05/2019","Aggravated Sexual Assault","Maupuia.",2201200,"Wellington City.",2
"3193","1/05/2019","Non-Aggravated Sexual Assault","Paraite.",1559100,"New Plymouth District.",2
"3194","1/05/2019","Aggravated Sexual Assault","Homai East.",777700,"Auckland.",2
"3195","1/05/2019","Aggravated Sexual Assault","Mangere Central.",740500,"Auckland.",2
"3196","1/05/2019","Aggravated Sexual Assault","999999",-190,"New Plymouth District.",2
"3197","1/05/2019","Non-Aggravated Sexual Assault","Papatoetoe North.",663200,"Auckland.",2
"3198","1/05/2019","Non-Aggravated Sexual Assault","Tauranga Central.",1166500,"Tauranga City.",2
"3199","1/03/2019","Common Assault","Tokoroa Central.",1143400,"South Waikato District.",4
"3200","1/03/2019","Common Assault","The Brook.",2332701,"Nelson City.",4
"3201","1/03/2019","Common Assault","Feilding East.",1772500,"Manawatu District.",4
"3202","1/03/2019","Common Assault","Cannons Creek North.",2047001,"Porirua City.",4
"3203","1/03/2019","Common Assault","Cannons Creek East.",2065000,"Porirua City.",4
"3204","1/03/2019","Common Assault","Marewa.",1435700,"Napier City.",4
"3205","1/03/2019","Common Assault","Russley.",2520603,"Christchurch City.",4
"3206","1/03/2019","Common Assault","Foxton.",1781500,"Horowhenua District.",4
"3207","1/03/2019","Common Assault","Camberley.",1479300,"Hastings District.",4
"3208","1/03/2019","Common Assault","Rehia-Oneriri.",132402,"Kaipara District.",4
"3209","1/03/2019","Common Assault","Otahuhu North.",787100,"Auckland.",4
"3210","1/03/2019","Common Assault","Bethlehem.",1191202,"Tauranga City.",4
