"","month","year","Event","Area.Unit","Meshblock","Territorial.Authority","Alert.Level","Location","No"
"121","5","17","Serious Assault Not Resulting in Injury","Newton.",412301,"Auckland.",2,"Auckland",NA
"122","5","17","Serious Assault Resulting in Injury","Rosehill.",804701,"Auckland.",2,"Auckland",NA
"123","5","17","Serious Assault Resulting in Injury","Nelson Park.",1429700,"Napier City.",2,"Hawkes Bay/ Gisborne",NA
"124","5","17","Serious Assault Resulting in Injury","Paremoremo East.",179600,"Auckland.",2,"Auckland",NA
"125","5","17","Common Assault","Paihia.",54600,"Far North District.",2,"Northland",NA
"126","5","17","Common Assault","New Plymouth Central.",1592700,"New Plymouth District.",2,"West Coast/ Upper-Central North",NA
"127","5","17","Common Assault","Lynnmall.",265900,"Auckland.",2,"Auckland",NA
"128","5","17","Common Assault","Papatoetoe North.",662400,"Auckland.",2,"Auckland",NA
"129","5","17","Common Assault","Gisborne Central.",1371300,"Gisborne District.",2,"Hawkes Bay/ Gisborne",NA
"130","5","17","Serious Assault Not Resulting in Injury","Grey Lynn East.",411600,"Auckland.",2,"Auckland",NA
"131","5","17","Serious Assault Not Resulting in Injury","Huntly East.",942203,"Waikato District.",2,"Waikato",NA
"132","5","17","Serious Assault Resulting in Injury","Motueka East.",2377800,"Tasman District.",2,"Tasman/ South-West Coast",NA
"133","5","17","Serious Assault Resulting in Injury","Takanini North.",767003,"Auckland.",2,"Auckland",NA
"134","5","17","Common Assault","Mangere South.",726400,"Auckland.",2,"Auckland",NA
"135","5","17","Common Assault","Grafton East.",442400,"Auckland.",2,"Auckland",NA
"136","5","17","Common Assault","Mangere South.",727700,"Auckland.",2,"Auckland",NA
"137","5","17","Common Assault","Durie Hill.",1695900,"Wanganui District.",2,"West Coast/ Upper-Central North",NA
"138","5","17","Serious Assault Not Resulting in Injury","Auckland Harbourside.",437903,"Auckland.",2,"Auckland",NA
"139","5","17","Serious Assault Not Resulting in Injury","Wiri.",780800,"Auckland.",2,"Auckland",NA
"140","5","17","Serious Assault Resulting in Injury","Otaua.",831800,"Waikato District.",2,"Waikato",NA
"141","5","17","Serious Assault Resulting in Injury","Riverdale.",1376602,"Gisborne District.",2,"Hawkes Bay/ Gisborne",NA
"142","5","17","Common Assault","Paparua.",2494600,"Christchurch City.",2,"Canterbury",NA
"143","5","17","Common Assault","Harbourside.",2894500,"Dunedin City.",2,"Southland/ Otago",NA
"144","5","17","Common Assault","Auckland Central East.",436500,"Auckland.",2,"Auckland",NA
"145","5","17","Common Assault","Hagley Park.",2678500,"Christchurch City.",2,"Canterbury",NA
"146","5","17","Common Assault","Hornby South.",2491900,"Christchurch City.",2,"Canterbury",NA
"147","5","17","Serious Assault Not Resulting in Injury","Highbury.",1817300,"Palmerston North City.",2,"West Coast/ Upper-Central North",NA
"148","5","17","Serious Assault Resulting in Injury","Hillpark.",757100,"Auckland.",2,"Auckland",NA
"149","5","17","Common Assault","Grampians.",2324700,"Nelson City.",2,"Tasman/ South-West Coast",NA
"150","5","17","Serious Assault Resulting in Injury","999999",-26,"Whangarei District.",2,"Northland",NA
"151","5","17","Common Assault","Mt Maunganui North.",1195100,"Tauranga City.",2,"Bay Of Plenty",NA
"152","5","17","Common Assault","Kaikohe.",42102,"Far North District.",2,"Northland",NA
"153","5","17","Common Assault","Paparua.",2494600,"Christchurch City.",2,"Canterbury",NA
"154","5","17","Common Assault","St Marys.",426101,"Auckland.",2,"Auckland",NA
"155","5","17","Common Assault","Mairtown.",90800,"Whangarei District.",2,"Northland",NA
"156","5","17","Common Assault","Starling Park.",235600,"Auckland.",2,"Auckland",NA
"157","5","17","Serious Assault Not Resulting in Injury","Marotiri.",1292700,"Taupo District.",2,"Waikato",NA
"158","5","17","Serious Assault Not Resulting in Injury","Tauranga Hospital.",1170400,"Tauranga City.",2,"Bay Of Plenty",NA
"159","5","17","Serious Assault Resulting in Injury","Mangakakahi.",1225600,"Rotorua District.",2,"Bay Of Plenty",NA
"160","4","17","Common Assault","Otara West.",699100,"Auckland.",3,"Auckland",NA
"161","4","17","Common Assault","Trafalgar.",2320300,"Nelson City.",3,"Tasman/ South-West Coast",NA
"162","4","17","Serious Assault Not Resulting in Injury","Glendene North.",274700,"Auckland.",3,"Auckland",NA
"163","4","17","Serious Assault Not Resulting in Injury","Palmerston North Central.",1829600,"Palmerston North City.",3,"West Coast/ Upper-Central North",NA
"164","4","17","Serious Assault Resulting in Injury","Palmerston North Central.",1829500,"Palmerston North City.",3,"West Coast/ Upper-Central North",NA
"165","4","17","Common Assault","New Plymouth Central.",1591500,"New Plymouth District.",3,"West Coast/ Upper-Central North",NA
"166","4","17","Common Assault","Henderson South.",242700,"Auckland.",3,"Auckland",NA
"167","4","17","Common Assault","Hamilton Lake.",932100,"Hamilton City.",3,"Waikato",NA
"168","4","17","Common Assault","Whataupoko.",1380800,"Gisborne District.",3,"Hawkes Bay/ Gisborne",NA
"169","4","17","Serious Assault Not Resulting in Injury","Mclean Park.",1432000,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"170","4","17","Serious Assault Not Resulting in Injury","Ranzau.",2357300,"Tasman District.",3,"Tasman/ South-West Coast",NA
"171","4","17","Serious Assault Resulting in Injury","Parua Bay.",73704,"Whangarei District.",3,"Northland",NA
"172","4","17","Serious Assault Resulting in Injury","Kawerau.",1318300,"Kawerau District.",3,"Bay Of Plenty",NA
"173","4","17","Common Assault","Koutu.",1223600,"Rotorua District.",3,"Bay Of Plenty",NA
"174","4","17","Common Assault","Auckland Central West.",433503,"Auckland.",3,"Auckland",NA
"175","4","17","Common Assault","Mcleod.",258002,"Auckland.",3,"Auckland",NA
"176","4","17","Common Assault","Toko.",1622300,"Stratford District.",3,"West Coast/ Upper-Central North",NA
"177","4","17","Common Assault","Caledonian.",2932800,"Dunedin City.",3,"Southland/ Otago",NA
"178","4","17","Common Assault","Mt Eden North.",542900,"Auckland.",3,"Auckland",NA
"179","4","17","Serious Assault Not Resulting in Injury","Mt Wellington Domain.",628001,"Auckland.",3,"Auckland",NA
"180","4","17","Serious Assault Not Resulting in Injury","Greymouth South.",2407200,"Grey District.",3,"Tasman/ South-West Coast",NA
"181","4","17","Serious Assault Resulting in Injury","Ahuriri.",1418900,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"182","4","17","Serious Assault Resulting in Injury","Wymondley.",696600,"Auckland.",3,"Auckland",NA
"183","4","17","Common Assault","Auckland Harbourside.",437903,"Auckland.",3,"Auckland",NA
"184","4","17","Common Assault","Auckland Central West.",434000,"Auckland.",3,"Auckland",NA
"185","4","17","Common Assault","Berhampore West.",2171500,"Wellington City.",3,"Wellington/ Lower-Central North",NA
"186","4","17","Common Assault","999999",-89,"Auckland.",3,"Auckland",NA
"187","4","17","Common Assault","Otakaro Park.",3106100,"Invercargill City.",3,"Southland/ Otago",NA
"188","4","17","Common Assault","Hastings Central.",1490100,"Hastings District.",3,"Hawkes Bay/ Gisborne",NA
"189","4","17","Serious Assault Not Resulting in Injury","Maungawhau.",555100,"Auckland.",3,"Auckland",NA
"190","4","17","Serious Assault Not Resulting in Injury","Grey Lynn East.",411600,"Auckland.",3,"Auckland",NA
"191","4","17","Serious Assault Not Resulting in Injury","Kaiti South.",1384700,"Gisborne District.",3,"Hawkes Bay/ Gisborne",NA
"192","4","17","Serious Assault Resulting in Injury","Mayfair.",1496800,"Hastings District.",3,"Hawkes Bay/ Gisborne",NA
"193","4","17","Serious Assault Resulting in Injury","Maungaturoto.",131500,"Kaipara District.",3,"Northland",NA
"194","4","17","Serious Assault Resulting in Injury","Porirua Central.",2052200,"Porirua City.",3,"Wellington/ Lower-Central North",NA
"195","4","17","Common Assault","Broads.",2328900,"Nelson City.",3,"Tasman/ South-West Coast",NA
"196","4","17","Common Assault","Clarkin.",871300,"Hamilton City.",3,"Waikato",NA
"197","4","17","Common Assault","Trafalgar.",2320300,"Nelson City.",3,"Tasman/ South-West Coast",NA
"198","4","17","Serious Assault Not Resulting in Injury","Favona South.",731000,"Auckland.",3,"Auckland",NA
"199","4","17","Serious Assault Not Resulting in Injury","Royal Heights.",225806,"Auckland.",3,"Auckland",NA
"200","4","17","Serious Assault Resulting in Injury","Hamilton Lake.",931900,"Hamilton City.",3,"Waikato",NA
"201","4","17","Serious Assault Resulting in Injury","Holborn.",1931600,"Lower Hutt City.",3,"Wellington/ Lower-Central North",NA
"202","4","17","Serious Assault Resulting in Injury","Otahuhu North.",787500,"Auckland.",3,"Auckland",NA
"203","4","17","Common Assault","St Albans East.",2687000,"Christchurch City.",3,"Canterbury",NA
"204","4","17","Common Assault","Cathedral Square.",2649800,"Christchurch City.",3,"Canterbury",NA
"205","4","17","Common Assault","Richmond East.",2361600,"Tasman District.",3,"Tasman/ South-West Coast",NA
"206","4","17","Common Assault","Waimataitai.",2782000,"Timaru District.",3,"Canterbury",NA
"207","4","17","Serious Assault Not Resulting in Injury","Mellons Bay.",651202,"Auckland.",3,"Auckland",NA
"208","4","17","Serious Assault Resulting in Injury","Edmonton.",255600,"Auckland.",3,"Auckland",NA
"209","4","17","Common Assault","Waimataitai.",2782000,"Timaru District.",3,"Canterbury",NA
"210","4","17","Serious Assault Not Resulting in Injury","Cathedral Square.",2652000,"Christchurch City.",3,"Canterbury",NA
"211","4","17","Serious Assault Resulting in Injury","Porritt.",875600,"Hamilton City.",3,"Waikato",NA
"212","4","17","Common Assault","Auckland Central West.",433501,"Auckland.",3,"Auckland",NA
"213","4","17","Common Assault","Kaiti South.",1386600,"Gisborne District.",3,"Hawkes Bay/ Gisborne",NA
"214","4","17","Common Assault","Linwood.",2609400,"Christchurch City.",3,"Canterbury",NA
"215","4","17","Common Assault","Kaikohe.",42500,"Far North District.",3,"Northland",NA
"216","4","17","Serious Assault Not Resulting in Injury","Pukekohe North.",818700,"Auckland.",3,"Auckland",NA
"217","4","17","Serious Assault Resulting in Injury","Ngaruawahia.",856500,"Waikato District.",3,"Waikato",NA
"218","4","17","Aggravated Sexual Assault","Raumati Beach.",2005501,"Kapiti Coast District.",3,"Wellington/ Lower-Central North",NA
"219","4","17","Aggravated Sexual Assault","Ormiston.",712401,"Auckland.",3,"Auckland",NA
"220","4","17","Aggravated Sexual Assault","Auckland Central West.",434000,"Auckland.",3,"Auckland",NA
"242","7","17","Common Assault","Ellerslie North.",610900,"Auckland.",1,"Auckland",NA
"243","7","17","Serious Assault Not Resulting in Injury","Glenfield North.",196802,"Auckland.",1,"Auckland",NA
"244","7","17","Serious Assault Not Resulting in Injury","Pongakawa.",1212202,"Western Bay of Plenty District.",1,"Bay Of Plenty",NA
"245","7","17","Common Assault","Titahi Bay North.",2042400,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"246","7","17","Serious Assault Not Resulting in Injury","Arahanga.",737600,"Auckland.",1,"Auckland",NA
"247","7","17","Common Assault","Tikipunga West.",61806,"Whangarei District.",1,"Northland",NA
"248","7","17","Common Assault","Paremata-Postgate.",2070000,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"249","7","17","Common Assault","South Dunedin.",2929400,"Dunedin City.",1,"Southland/ Otago",NA
"250","7","17","Serious Assault Not Resulting in Injury","Acacia Bay.",1279502,"Taupo District.",1,"Waikato",NA
"251","7","17","Serious Assault Not Resulting in Injury","Greenmeadows.",1448105,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"252","7","17","Serious Assault Not Resulting in Injury","Morningside.",109103,"Whangarei District.",1,"Northland",NA
"253","7","17","Common Assault","Mona Vale.",2469900,"Christchurch City.",1,"Canterbury",NA
"254","7","17","Common Assault","Shirley East.",2598900,"Christchurch City.",1,"Canterbury",NA
"255","7","17","Serious Assault Not Resulting in Injury","Kuirau.",1235100,"Rotorua District.",1,"Bay Of Plenty",NA
"256","7","17","Serious Assault Not Resulting in Injury","Oaklands West.",2483601,"Christchurch City.",1,"Canterbury",NA
"257","7","17","Serious Assault Resulting in Injury","999999",-147,"Taupo District.",1,"Waikato",NA
"258","7","17","Common Assault","Lansdowne.",2249700,"Masterton District.",1,"Wellington/ Lower-Central North",NA
"259","7","17","Serious Assault Not Resulting in Injury","Pongakawa.",1212606,"Western Bay of Plenty District.",1,"Bay Of Plenty",NA
"260","7","17","Common Assault","Hospital Hill.",1419600,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"261","7","17","Serious Assault Not Resulting in Injury","Pukekohe North.",819100,"Auckland.",1,"Auckland",NA
"262","7","17","Serious Assault Resulting in Injury","Mascot.",742400,"Auckland.",1,"Auckland",NA
"263","7","17","Common Assault","Stuart St-Frederick St.",2901200,"Dunedin City.",1,"Southland/ Otago",NA
"264","7","17","Serious Assault Not Resulting in Injury","Moera.",1963500,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"265","7","17","Common Assault","Glenholme West.",1239100,"Rotorua District.",1,"Bay Of Plenty",NA
"266","3","17","Common Assault","Alexandra.",3025000,"Central Otago District.",4,"Southland/ Otago",NA
"267","3","17","Common Assault","Timaru Gardens.",2801900,"Timaru District.",4,"Canterbury",NA
"268","3","17","Serious Assault Resulting in Injury","East Gore.",3065900,"Gore District.",4,"Southland/ Otago",NA
"269","3","17","Common Assault","Mairehau North.",2507202,"Christchurch City.",4,"Canterbury",NA
"270","3","17","Common Assault","Punaruku-Kiripaka.",62501,"Whangarei District.",4,"Northland",NA
"271","3","17","Non-Aggravated Sexual Assault","Auckland Central East.",436100,"Auckland.",4,"Auckland",NA
"272","5","17","Serious Assault Not Resulting in Injury","Halfway Bush.",2888300,"Dunedin City.",2,"Southland/ Otago",NA
"273","5","17","Common Assault","Cooks Gardens.",1699500,"Wanganui District.",2,"West Coast/ Upper-Central North",NA
"274","5","17","Common Assault","Marchwiel.",2783900,"Timaru District.",2,"Canterbury",NA
"275","5","17","Serious Assault Not Resulting in Injury","Alicetown.",1923200,"Lower Hutt City.",2,"Wellington/ Lower-Central North",NA
"276","5","17","Serious Assault Not Resulting in Injury","Laird Park.",1701800,"Wanganui District.",2,"West Coast/ Upper-Central North",NA
"277","5","17","Common Assault","High St-Stuart St.",2897800,"Dunedin City.",2,"Southland/ Otago",NA
"278","5","17","Serious Assault Not Resulting in Injury","Leabank.",772802,"Auckland.",2,"Auckland",NA
"279","5","17","Serious Assault Not Resulting in Injury","999999",-141,"Rotorua District.",2,"Bay Of Plenty",NA
"280","5","17","Serious Assault Not Resulting in Injury","Kamo West.",85502,"Whangarei District.",2,"Northland",NA
"281","5","17","Common Assault","Hutt Central.",1965900,"Lower Hutt City.",2,"Wellington/ Lower-Central North",NA
"282","5","17","Common Assault","Wairoa.",1389200,"Wairoa District.",2,"Hawkes Bay/ Gisborne",NA
"283","5","17","Serious Assault Not Resulting in Injury","Merivale.",2676500,"Christchurch City.",2,"Canterbury",NA
"284","5","17","Serious Assault Not Resulting in Injury","Selwyn Heights.",1220300,"Rotorua District.",2,"Bay Of Plenty",NA
"285","5","17","Serious Assault Resulting in Injury","Richmond East.",2361800,"Tasman District.",2,"Tasman/ South-West Coast",NA
"286","5","17","Aggravated Sexual Assault","999999",-166,"Hauraki District.",2,"Waikato",NA
"287","5","17","Aggravated Sexual Assault","999999",-64,"Auckland.",2,"Auckland",NA
"288","5","17","Aggravated Sexual Assault","Westbrook.",1816303,"Palmerston North City.",2,"West Coast/ Upper-Central North",NA
"289","5","17","Aggravated Sexual Assault","Redwoodtown.",2304507,"Marlborough District.",2,"Tasman/ South-West Coast",NA
"290","5","17","Aggravated Sexual Assault","999999",-279,"Upper Hutt City.",2,"Wellington/ Lower-Central North",NA
"291","6","17","Common Assault","Cathedral Square.",2649300,"Christchurch City.",1,"Canterbury",NA
"292","6","17","Common Assault","Kingseat.",809701,"Auckland.",1,"Auckland",NA
"293","6","17","Common Assault","Willis Street-Cambridge Terrace.",2134600,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"294","6","17","Common Assault","Tuff Crater.",364900,"Auckland.",1,"Auckland",NA
"295","6","17","Common Assault","Raumati Beach.",2004400,"Kapiti Coast District.",1,"Wellington/ Lower-Central North",NA
"296","6","17","Serious Assault Not Resulting in Injury","Orewa.",171500,"Auckland.",1,"Auckland",NA
"297","6","17","Serious Assault Resulting in Injury","Linton Military Camp.",1798501,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"298","6","17","Common Assault","Mt Eden North.",542700,"Auckland.",1,"Auckland",NA
"299","6","17","Common Assault","Mangere Bridge.",725900,"Auckland.",1,"Auckland",NA
"300","6","17","Common Assault","Lynnmall.",265400,"Auckland.",1,"Auckland",NA
"301","6","17","Common Assault","Blockhouse Bay.",370300,"Auckland.",1,"Auckland",NA
"302","6","17","Serious Assault Not Resulting in Injury","Moanataiari.",1050200,"Thames-Coromandel District.",1,"Waikato",NA
"303","6","17","Serious Assault Not Resulting in Injury","Hastings Central.",1489900,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"304","6","17","Serious Assault Resulting in Injury","Kamo East.",84900,"Whangarei District.",1,"Northland",NA
"305","6","17","Common Assault","Dannevirke East.",1528300,"Tararua District.",1,"Wellington/ Lower-Central North",NA
"306","6","17","Common Assault","Waiheke Island.",515314,"Auckland.",1,"Auckland",NA
"307","6","17","Common Assault","Otangarei.",93600,"Whangarei District.",1,"Northland",NA
"308","6","17","Common Assault","Queenstown Bay.",3032800,"Queenstown-Lakes District.",1,"Southland/ Otago",NA
"309","6","17","Common Assault","Hornby North.",2488500,"Christchurch City.",1,"Canterbury",NA
"310","6","17","Common Assault","Willis Street-Cambridge Terrace.",2133408,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"311","6","17","Common Assault","Forrester Park.",2876900,"Dunedin City.",1,"Southland/ Otago",NA
"312","6","17","Serious Assault Not Resulting in Injury","Matarawa.",1140300,"South Waikato District.",1,"Waikato",NA
"313","6","17","Serious Assault Not Resulting in Injury","Opaki-Fernridge.",2252501,"Masterton District.",1,"Wellington/ Lower-Central North",NA
"314","6","17","Serious Assault Not Resulting in Injury","Fitzroy.",1597800,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"315","6","17","Common Assault","Newton.",412000,"Auckland.",1,"Auckland",NA
"316","6","17","Common Assault","Regent.",96201,"Whangarei District.",1,"Northland",NA
"317","6","17","Serious Assault Not Resulting in Injury","Papakowhai South.",2056639,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"318","6","17","Serious Assault Not Resulting in Injury","Hastings Central.",1492300,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"319","6","17","Common Assault","Feilding West.",1765700,"Manawatu District.",1,"West Coast/ Upper-Central North",NA
"320","6","17","Common Assault","Sunnybrae.",202700,"Auckland.",1,"Auckland",NA
"321","6","17","Serious Assault Not Resulting in Injury","Sumner.",2703600,"Christchurch City.",1,"Canterbury",NA
"322","6","17","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135100,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"323","6","17","Common Assault","High St-Stuart St.",2899300,"Dunedin City.",1,"Southland/ Otago",NA
"324","6","17","Common Assault","Waimataitai.",2782000,"Timaru District.",1,"Canterbury",NA
"325","6","17","Serious Assault Not Resulting in Injury","Mt Cook-Wallace Street.",2144200,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"326","6","17","Serious Assault Not Resulting in Injury","Orakei North.",499801,"Auckland.",1,"Auckland",NA
"327","6","17","Serious Assault Not Resulting in Injury","Whakaki.",1398001,"Wairoa District.",1,"Hawkes Bay/ Gisborne",NA
"328","6","17","Common Assault","Te Kuiti.",1009400,"Waitomo District.",1,"Waikato",NA
"329","6","17","Common Assault","Redwood North.",2508900,"Christchurch City.",1,"Canterbury",NA
"330","6","17","Serious Assault Not Resulting in Injury","Aro Street-Nairn Street.",2158000,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"331","6","17","Serious Assault Not Resulting in Injury","Kuirau.",1233600,"Rotorua District.",1,"Bay Of Plenty",NA
"332","6","17","Common Assault","Dinsdale South.",916301,"Hamilton City.",1,"Waikato",NA
"333","6","17","Serious Assault Not Resulting in Injury","Insoll.",873500,"Hamilton City.",1,"Waikato",NA
"334","6","17","Common Assault","Pine Hill.",2874700,"Dunedin City.",1,"Southland/ Otago",NA
"335","6","17","Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003707,"Kapiti Coast District.",1,"Wellington/ Lower-Central North",NA
"336","6","17","Common Assault","Queenwood.",879602,"Hamilton City.",1,"Waikato",NA
"337","6","17","Serious Assault Not Resulting in Injury","Fernhill.",2897600,"Dunedin City.",1,"Southland/ Otago",NA
"338","6","17","Aggravated Sexual Assault","High St-Stuart St.",2898100,"Dunedin City.",1,"Southland/ Otago",NA
"339","6","17","Aggravated Sexual Assault","Stanley Park.",1141800,"South Waikato District.",1,"Waikato",NA
"340","6","17","Aggravated Sexual Assault","Alexandra.",3025400,"Central Otago District.",1,"Southland/ Otago",NA
"341","6","17","Aggravated Sexual Assault","Parkvale.",1499300,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"342","4","17","Common Assault","Masterton East.",2240500,"Masterton District.",3,"Wellington/ Lower-Central North",NA
"343","4","17","Serious Assault Not Resulting in Injury","Waihou-Walton.",1097200,"Matamata-Piako District.",3,"Waikato",NA
"344","4","17","Common Assault","Kerikeri.",53304,"Far North District.",3,"Northland",NA
"345","4","17","Serious Assault Not Resulting in Injury","Waikanae West.",1875115,"Kapiti Coast District.",3,"Wellington/ Lower-Central North",NA
"346","4","17","Serious Assault Resulting in Injury","Omaka.",2288200,"Marlborough District.",3,"Tasman/ South-West Coast",NA
"347","4","17","Common Assault","Naenae North.",1955600,"Lower Hutt City.",3,"Wellington/ Lower-Central North",NA
"348","4","17","Common Assault","Manukau Central.",781200,"Auckland.",3,"Auckland",NA
"349","4","17","Serious Assault Not Resulting in Injury","Manukau Central.",781200,"Auckland.",3,"Auckland",NA
"350","4","17","Common Assault","Upper Riccarton.",2542401,"Christchurch City.",3,"Canterbury",NA
"351","5","17","Non-Aggravated Sexual Assault","Mt Victoria West.",2143000,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"352","5","17","Aggravated Sexual Assault","Tuff Crater.",364900,"Auckland.",2,"Auckland",NA
"353","5","17","Aggravated Sexual Assault","Langbein.",2342600,"Nelson City.",2,"Tasman/ South-West Coast",NA
"354","5","17","Aggravated Sexual Assault","Raureka.",1481000,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"355","5","17","Aggravated Sexual Assault","Papanui.",2663700,"Christchurch City.",2,"Canterbury",NA
"356","4","17","Aggravated Sexual Assault","Greenmeadows.",1455032,"Napier City.",3,"Hawkes Bay/ Gisborne",NA
"357","4","17","Non-Aggravated Sexual Assault","999999",-159,"Hamilton City.",3,"Waikato",NA
"457","3","17","Serious Assault Not Resulting in Injury","Wiri.",780409,"Auckland.",4,"Auckland",NA
"458","3","17","Serious Assault Resulting in Injury","Rongomai.",714802,"Auckland.",4,"Auckland",NA
"459","3","17","Common Assault","Bledisloe Park.",823300,"Auckland.",4,"Auckland",NA
"460","3","17","Common Assault","Mawheraiti.",2399000,"Buller District.",4,"Tasman/ South-West Coast",NA
"461","3","17","Common Assault","Linwood.",2609700,"Christchurch City.",4,"Canterbury",NA
"462","3","17","Serious Assault Not Resulting in Injury","Greymouth Central.",2406000,"Grey District.",4,"Tasman/ South-West Coast",NA
"463","3","17","Serious Assault Resulting in Injury","Kuirau.",1235200,"Rotorua District.",4,"Bay Of Plenty",NA
"464","3","17","Common Assault","Cathedral Square.",2649300,"Christchurch City.",4,"Canterbury",NA
"465","3","17","Common Assault","Ashburton Central East.",2729700,"Ashburton District.",4,"Canterbury",NA
"466","3","17","Common Assault","Mt Maunganui North.",1196100,"Tauranga City.",4,"Bay Of Plenty",NA
"467","3","17","Serious Assault Not Resulting in Injury","Seaview.",2791100,"Timaru District.",4,"Canterbury",NA
"468","3","17","Serious Assault Resulting in Injury","Kingsley-Chatham.",1469708,"Hastings District.",4,"Hawkes Bay/ Gisborne",NA
"469","3","17","Common Assault","Auckland Harbourside.",433003,"Auckland.",4,"Auckland",NA
"470","3","17","Common Assault","Lambton.",2126000,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"471","3","17","Serious Assault Not Resulting in Injury","Ngaruawahia.",857700,"Waikato District.",4,"Waikato",NA
"472","3","17","Serious Assault Resulting in Injury","Spreydon.",2643200,"Christchurch City.",4,"Canterbury",NA
"473","3","17","Common Assault","Taita North.",1936100,"Lower Hutt City.",4,"Wellington/ Lower-Central North",NA
"474","3","17","Common Assault","Victoria.",1237300,"Rotorua District.",4,"Bay Of Plenty",NA
"475","3","17","Serious Assault Resulting in Injury","Wharekaka.",1356500,"Gisborne District.",4,"Hawkes Bay/ Gisborne",NA
"476","3","17","Common Assault","Newtown West.",2164600,"Wellington City.",4,"Wellington/ Lower-Central North",NA
"477","3","17","Common Assault","Roslyn.",1840700,"Palmerston North City.",4,"West Coast/ Upper-Central North",NA
"478","3","17","Serious Assault Not Resulting in Injury","Dingwall.",667400,"Auckland.",4,"Auckland",NA
"479","3","17","Aggravated Sexual Assault","Fairy Springs.",1221200,"Rotorua District.",4,"Bay Of Plenty",NA
"480","3","17","Aggravated Sexual Assault","Cloverlea.",1821700,"Palmerston North City.",4,"West Coast/ Upper-Central North",NA
"481","6","17","Serious Assault Not Resulting in Injury","Fairton.",2745802,"Ashburton District.",1,"Canterbury",NA
"482","6","17","Serious Assault Not Resulting in Injury","Naenae North.",1954500,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"483","6","17","Serious Assault Resulting in Injury","Auckland Central West.",433503,"Auckland.",1,"Auckland",NA
"484","6","17","Common Assault","Otahuhu West.",785200,"Auckland.",1,"Auckland",NA
"485","6","17","Common Assault","Sherenden-Puketapu.",1408500,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"486","6","17","Common Assault","Auckland Harbourside.",432400,"Auckland.",1,"Auckland",NA
"487","6","17","Common Assault","High St-Stuart St.",2899500,"Dunedin City.",1,"Southland/ Otago",NA
"488","6","17","Serious Assault Not Resulting in Injury","Onehunga South East.",602401,"Auckland.",1,"Auckland",NA
"489","6","17","Serious Assault Not Resulting in Injury","Nelson Park.",1429500,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"490","6","17","Serious Assault Resulting in Injury","Taupo Central.",1273900,"Taupo District.",1,"Waikato",NA
"491","6","17","Serious Assault Resulting in Injury","Arataki.",1200800,"Tauranga City.",1,"Bay Of Plenty",NA
"492","6","17","Common Assault","Hillmorton.",2630600,"Christchurch City.",1,"Canterbury",NA
"493","6","17","Common Assault","Foxton.",1781500,"Horowhenua District.",1,"Wellington/ Lower-Central North",NA
"494","6","17","Common Assault","Te Kuiti.",1009300,"Waitomo District.",1,"Waikato",NA
"495","6","17","Common Assault","Katikati Community.",1183601,"Western Bay of Plenty District.",1,"Bay Of Plenty",NA
"496","6","17","Common Assault","Mangere Central.",740600,"Auckland.",1,"Auckland",NA
"497","6","17","Common Assault","Onehunga South East.",601902,"Auckland.",1,"Auckland",NA
"498","6","17","Serious Assault Not Resulting in Injury","Porirua Central.",2052400,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"499","6","17","Serious Assault Not Resulting in Injury","Otakaro Park.",3107000,"Invercargill City.",1,"Southland/ Otago",NA
"500","6","17","Serious Assault Resulting in Injury","Cathedral Square.",2650500,"Christchurch City.",1,"Canterbury",NA
"501","6","17","Serious Assault Resulting in Injury","Cooks Gardens.",1697000,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"502","6","17","Common Assault","Woodend.",2446903,"Waimakariri District.",1,"Canterbury",NA
"503","6","17","Common Assault","Orewa.",171318,"Auckland.",1,"Auckland",NA
"504","6","17","Common Assault","Miramar.",2206004,"Wellington City.",1,"Wellington/ Lower-Central North",NA
